name,region,address,website,phone,rating,total_ratings,lat,lng,google_maps_url
Aramintas Arts & Crafts,"Coron, Palawan","Real St, Coron Town Proper, Coron",https://web.facebook.com/Aramintas7777/,0917 122 4940,4.5,26,11.9982877,120.2037166,https://maps.google.com/?cid=14412041930792837355
K-TOURS (KAWAYANAN TOURS) CORON PALAWAN PH. DIRECT TOUR OPERATOR,"Coron, Palawan","Brgy 3, KAWAYANAN GRILLING STATION, Real St, Coron Town Proper, Coron",,0966 965 2558,3.2,39,11.9982464,120.2034973,https://maps.google.com/?cid=11091992397264966654
Hassanor rental shop,"Coron, Palawan","public market, Coron",,0950 221 0922,5,8,11.9940184,120.2055563,https://maps.google.com/?cid=6893476027367179379
Kajy Travel & Tours Coron Palawan,"Coron, Palawan","Comesaria St Bgy 1-A, Coron",https://www.kajytravelandtourscoron.com/,0906 375 2194,5,257,11.9969153,120.2062859,https://maps.google.com/?cid=11215744881453596040
Dive Calamianes,"Coron, Palawan","25FM+3PG, Coron",,0918 285 2060,4,2,12.0227248,120.1843657,https://maps.google.com/?cid=4995441557403408486
Twin Travel Coron Office,"Coron, Palawan","Poblacion 3, Barangay 3, Coron",https://twintravelcoron.com/,0906 660 3788,3.3,95,11.9968529,120.2024055,https://maps.google.com/?cid=465506024921211295
Evara Coron Palawan,"Coron, Palawan","Umali Dive Center Building, Brgy. Poblacion 5 Bancuang National Highway, Coron",,0917 166 0994,4.8,54,11.9997218,120.2014432,https://maps.google.com/?cid=2246551073286527912
Kiss Diving Coron,"Coron, Palawan","Brg.5, Coron",https://www.kissdiving.com/,0960 548 7031,5,1,11.9999927,120.2013559,https://maps.google.com/?cid=10070696356304996956
NATURES WAY TRAVEL & TOURS,"Coron, Palawan","brgy, Old market, Don Pedro St, Coron",https://naturesway-corontravel.weebly.com/coron-day-tour.html,0917 965 1414,0,0,11.9966003,120.2021893,https://maps.google.com/?cid=3708937060636029971
Coron Underwater Garden Resort,"Coron, Palawan","Baquit Island, Coron",https://coronunderwater.resort.com.ph/,0995 555 4105,3.8,209,11.9974829,120.1754057,https://maps.google.com/?cid=136430738770677475
Tribal adventures tours,"Coron, Palawan","2624+CPW, Coron Town Proper, Coron",,,5,5,12.0011147,120.2068207,https://maps.google.com/?cid=1638841630204610800
JY Travel and Tours,"Coron, Palawan","19 Real St, Coron",https://enstack.ph/jy-travel-and-tours,0945 765 9722,3.8,152,11.9981617,120.2036875,https://maps.google.com/?cid=3040916465357382088
Calamianes Expeditions & Ecotours,"Coron, Palawan","11 San Augustin street, Proper, Coron",http://www.calamianes.com/,0917 315 9704,4.1,113,11.9983431,120.2037075,https://maps.google.com/?cid=12573600862905222748
Zuric Pension House,"Coron, Palawan","X6X3+C4R, Coron - Busuanga Rd, Coron Town Proper, Coron",,0967 324 0794,3.9,84,11.9986094,120.2027776,https://maps.google.com/?cid=4104761309436964624
Discovery Island Resort,"Coron, Palawan",Coron,http://discoverydiversresort.com/,0977 839 9147,4.3,170,12.0008251,120.1898332,https://maps.google.com/?cid=6110366526294493231
Seabright Travel & Tours,"Coron, Palawan","C-9 Don Pedro St, Barangay 3, Coron",https://seabrighttraveland.wixsite.com/seabright-travel-and/product-page/coron-super-ultimate-tour-joiners,0917 500 6451,5,6,11.9986827,120.2023279,https://maps.google.com/?cid=13764104544191495230
Lucky Tito Rooftop Bar,"Coron, Palawan","252X+CPR, Coron",,,1,1,12.0014639,120.1994939,https://maps.google.com/?cid=8548908980064697496
Island Travel and Tours Coron,"Coron, Palawan","X6V6+5H8, Coron Town Proper, Coron",http://islandtravelandtourscoron.com/,0916 261 1626,4.9,35,11.9929316,120.211432,https://maps.google.com/?cid=11029787661769142104
BLUE LAGOON ADVENTURE TRAVEL & TOURS,"Coron, Palawan","bgy. 1 poblacion, coron, Bayan ng Coron",http://www.coronbluelagoon.com/,0970 161 6300,4.7,15,11.9992153,120.2111464,https://maps.google.com/?cid=4636619686101716748
Islas Pilipinas' Travel & Tours,"Coron, Palawan","Upper Bancuang, 224 National Highway, Coron",https://islaspilipinastravelandtours.com/,0998 533 0706,4,3,12.0019268,120.1999072,https://maps.google.com/?cid=12452231493449509771
Pulo Expedition Charters,"Coron, Palawan","11 San Agustin Street, Coron Town Proper, Coron",https://puloexpeditioncharters.com/,0917 838 1624,5,1,11.9985789,120.2036648,https://maps.google.com/?cid=10629003781502489420
Submariner Diving Center,"El Nido, Palawan","C. Hama, Zone 3, El Nido",http://www.submarinerdiving.com/,0962 259 3215,4.9,565,11.1811662,119.3909735,https://maps.google.com/?cid=1197914220787694578
200 Bar Diving Center,"El Nido, Palawan","C. Hama, Masagana, El Nido",https://200bardivingcenterelnido.com/,0966 366 9873,5,581,11.1813723,119.3915793,https://maps.google.com/?cid=7857677261434654412
Aquanaut Dive Center,"El Nido, Palawan","C. Hama, El Nido",http://www.aquanautelnido.com/,0965 154 7804,4.8,222,11.1816023,119.3914364,https://maps.google.com/?cid=4291195011505948595
El Dive,"El Nido, Palawan","Rizal St, El Nido",https://www.el-dive.com/,0999 171 2915,4.9,321,11.1791897,119.3896047,https://maps.google.com/?cid=3949975534452691091
Deep Blue Dive Seafari,"El Nido, Palawan","Serena St, El Nido",http://www.deepbluediveseafari.com/,0961 081 0207,4.9,132,11.1801802,119.3884548,https://maps.google.com/?cid=4840668416489577528
Palawan Divers,"El Nido, Palawan","C. Hama, El Nido",https://www.palawan-divers.org/,0917 774 3210,4.9,297,11.1826046,119.3924247,https://maps.google.com/?cid=2246578322617317393
Turtle Divers,"El Nido, Palawan","Serena St, El Nido",http://www.turtle-divers.com/,,4.9,127,11.18016,119.387841,https://maps.google.com/?cid=9650262759972208031
Tabanka Divers,"El Nido, Palawan","Lugadia Beach Beachfront, next to Outpost Hostel, El Nido",https://www.tabanka-divers.com/,0905 225 3464,5,223,11.1574883,119.3978846,https://maps.google.com/?cid=9349418465873297130
Ranmarc Dive Shop and Services,"El Nido, Palawan","Serena St, El Nido",,0998 961 3864,4.7,28,11.1802229,119.3883732,https://maps.google.com/?cid=5119830142931519908
El Nido Adventure Scuba Dive Center,"El Nido, Palawan","Rizal St, El Nido",,0995 303 7583,5,71,11.1764672,119.3912972,https://maps.google.com/?cid=3245783179539533709
Seaborn - El Nido Freediving School,"El Nido, Palawan","Zone II, Sirena St, Buena Suerte, Town Proper, El Nido",http://www.elnidofreediving.com/,0916 685 9606,4.9,78,11.1803787,119.3889151,https://maps.google.com/?cid=15334365950829590927
Aquaventure Whitetip Dive Supply - El Nido,"El Nido, Palawan","Unit 21 Vanilla Beach, Sitio Marimegmeg, El Nido",http://aquaventurewhitetip.com/,,5,1,11.1469997,119.3969443,https://maps.google.com/?cid=593243527855674313
Mad Good,"El Nido, Palawan","Zone 3, C. Hama, El Nido",,0956 528 0317,5,81,11.1811542,119.3910016,https://maps.google.com/?cid=14219199261169101576
Balsa Nature Spa,"El Nido, Palawan","597X+9CF, El Nido",https://www.facebook.com/share/w98UaqmBpnReLYyp/?mibextid=LQQJ4d,0962 795 9897,4.6,28,11.1634302,119.398539,https://maps.google.com/?cid=10974242099512524615
DIVE 365 Elnido,"El Nido, Palawan","DIVE 365 Elnido, Hama Street, El Nido Bacuit, El Nido",https://dive365.me/,010-6387-9050,5,8,11.1811796,119.3910383,https://maps.google.com/?cid=12630916178187525780
Dive Guro Travel & Tours- El Nido,"El Nido, Palawan","596X+H8C, El Nido",,0917 866 2737,4.5,2,11.1614399,119.3982812,https://maps.google.com/?cid=16625504033076789129
"El Nido Tours ""Sea Quest"" - island hopping and expeditions to Coron.","El Nido, Palawan","597X+WCQ Philippines, Purok Bagong Pag-Asa, National Highway, Barangay Buena Suerte, El Nido",https://www.elnido-tours.com/,0928 894 9483,4.6,496,11.1648125,119.3985625,https://maps.google.com/?cid=10706370140507022029
Bangka hostels,"El Nido, Palawan","C. Hama, Masagana, El Nido",https://www.aquanautelnido.com/diving-accommodation-package/,0969 274 9998,3.5,71,11.1815162,119.3913413,https://maps.google.com/?cid=4018227579376528788
IDC Dive Philippines,"El Nido, Palawan","Submariner Diving Center, C. Hama, El Nido",http://idcdivephilippines.com/,0977 626 5045,0,0,11.181608,119.3916535,https://maps.google.com/?cid=17288714346516792232
El Nido Boutique Artcafe,"El Nido, Palawan","Serena St, Buena Suerte, El Nido",http://elnidoboutiqueandartcafe.com/,0917 560 4020,4.1,1923,11.1801008,119.3879433,https://maps.google.com/?cid=7968567286125493960
My Adventures,"El Nido, Palawan","C. Hama, El Nido",,0969 202 8289,4.2,110,11.1811805,119.3910392,https://maps.google.com/?cid=3824961907054145179
Hardy & Banx Dive Hotel,"El Nido, Palawan","National Highway, El Nido",https://www.tabanka-divers.com/hardy-banxdivehotel/,0905 225 3464,4.9,8,11.1628581,119.3985858,https://maps.google.com/?cid=15918456602776320438
Ma Buhay Travel and Tours,"El Nido, Palawan","5313 Real St, El Nido",,0930 336 2098,5,1,11.1797181,119.3876352,https://maps.google.com/?cid=1246114340943168077
Philguru Travel & Tours,"El Nido, Palawan","C. Hama, El Nido",,0947 386 7124,5,5,11.1810539,119.3908454,https://maps.google.com/?cid=1952436945835410948
Byaheros Travel and Tours,"El Nido, Palawan","C. Hama, Masagana, El Nido",https://byaherostravelandtours.com/,0916 577 8818,4.4,133,11.1811813,119.3915686,https://maps.google.com/?cid=2755760814057957146
Plankton Divers,"El Nido, Palawan","597X+5F3, El Nido",,,0,0,11.1628973,119.3986812,https://maps.google.com/?cid=15944089018328249309
"✺ Yoga Tayo - Yoga Studio, Café, & Boutique ✺","El Nido, Palawan","2nd Floor, Shops at, Lio Beach, Lio, El Nido",http://instagram.com/yogatayo.elnido,0916 683 2927,4.8,126,11.2082258,119.4164495,https://maps.google.com/?cid=17331347437571876686
Discovery Diving,"El Nido, Palawan","59JQ+4J8, Serena St, El Nido",,,0,0,11.1802686,119.3890801,https://maps.google.com/?cid=7890225805309465646
Mina Grande Beach Cottages,"El Nido, Palawan","National Highway, El Nido",https://hotel-ph.com/,0917 862 0434,3.8,111,11.168815,119.395567,https://maps.google.com/?cid=11300863908355136286
Happiness Travel and Tours,"El Nido, Palawan","C. Hama, El Nido",https://happinessphilippines.com/,0945 298 0708,4.4,137,11.1814555,119.391687,https://maps.google.com/?cid=1203741881057731456
Tomster Travel and Tours,"El Nido, Palawan","Brgy, Rizal St, El Nido",https://www.instagram.com/tomstertraveltours?igsh=M2loMXB6MWlpZGF6,0916 381 2007,4.9,537,11.1780926,119.3902392,https://maps.google.com/?cid=15778664055438392560
Señorita Travels,"El Nido, Palawan","Brgy, Rizal St, El Nido",https://senoritatravels.rezio.shop/en-US,0995 303 7583,4.7,62,11.1757913,119.3912996,https://maps.google.com/?cid=5133126417363911112
Buhay Isla Ecotour - El Nido,"El Nido, Palawan","Sitio Lugadia Highway, El Nido",https://www.buhayisla.com/,0939 936 2095,5,1872,11.1624448,119.3988068,https://maps.google.com/?cid=17511120739583873666
Discover El Nido,"El Nido, Palawan","Calle Amboy, El Nido Palawan, Amboy St, El Nido",http://www.discoverelnido.com/,0917 140 3934,4.7,377,11.1784599,119.3910923,https://maps.google.com/?cid=2189857448460836557
Tao Philippines,"El Nido, Palawan","Brgy, National Highway, El Nido",https://taophilippines.com/,0908 890 8033,4.7,373,11.1650348,119.3985356,https://maps.google.com/?cid=3660173021391659479
"Hello El Nido Travel, Tours & Transport","El Nido, Palawan","074 Real St, El Nido",http://helloelnido.com/,0917 906 1905,4.6,125,11.1797104,119.3884366,https://maps.google.com/?cid=11627659887787795180
El Nido Paradise,"El Nido, Palawan","C. Hama, El Nido",https://www.elnidoparadise.com/,0947 445 8252,4.8,1608,11.1815621,119.3915559,https://maps.google.com/?cid=4477510348289895461
El Nido Ocean Vibes,"El Nido, Palawan","Purok Castro, Sitio Bobolongan, Bgy. Corong Corong, Puerto Princesa",,0921 590 9886,5,32,11.1607917,119.4062876,https://maps.google.com/?cid=12053907195857162768
The Beach House El Nido,"El Nido, Palawan","Hama st, Same building as Submariner diving center, Masagana, El Nido",https://thebeachhouse.ph/,0961 643 4190,4.2,54,11.1812639,119.3909207,https://maps.google.com/?cid=3802666739779175590
Fisheye Underwater Productions,"El Nido, Palawan","C. Hama, masagana, El Nido",http://www.fisheyeunderwater.com/,0917 118 3571,5,9,11.1809074,119.3906504,https://maps.google.com/?cid=5324881454263860437
Kuya Cris Travel and Tours,"El Nido, Palawan","Rizal St, El Nido",http://www.kuyacris-tours.com/,0916 668 2959,4.8,118,11.1782738,119.389877,https://maps.google.com/?cid=6262551836327886273
Bems Scuba Diving Services,"El Nido, Palawan","59JR+497, Calle Real, El Nido",,0917 838 0269,0,0,11.1803107,119.3909024,https://maps.google.com/?cid=4505451041055790012
HopSpot Travel and Tours,"El Nido, Palawan","POP District, Bldg.2 Unit 1, El Nido",,0947 889 3851,4.4,21,11.1629104,119.3985426,https://maps.google.com/?cid=1917768453957977062
Umi Travel and Tours,"El Nido, Palawan","Seaside, C. Hama, El Nido",,0999 713 4480,4.6,108,11.1810171,119.3903361,https://maps.google.com/?cid=1193880915345841218
Lakbay Palawan,"El Nido, Palawan","Pop's district, El Nido",https://lakbaypalawan.com/,0960 429 0574,5,15,11.163325,119.3983666,https://maps.google.com/?cid=9852005998996625878
Golden Monkey Beach Hotel,"El Nido, Palawan","Ca-alan Beach, El Nido",https://hotel-ph.com/,0926 741 1529,4.1,208,11.1892712,119.3959311,https://maps.google.com/?cid=13593830202222099102
Kapupuruan Travel and Tours,"El Nido, Palawan","C. Hama, El Nido",,0946 527 9724,4.4,40,11.1815118,119.3913091,https://maps.google.com/?cid=1707149314793537481
El nido,"El Nido, Palawan","59HR+87Q, Amboy St, El Nido",,0917 677 3781,4.7,3,11.1783475,119.3907385,https://maps.google.com/?cid=18066416544377584974
Hayahay Adventures El Nido,"El Nido, Palawan","Pops District, El Nido",https://www.hayahayadventures.com/,0961 727 5942,4.6,23,11.1628973,119.3981018,https://maps.google.com/?cid=10871515584957997451
Spider Travel and Tours,"El Nido, Palawan","C. Hama, El Nido",,0949 885 6501,4.1,124,11.181162,119.3912714,https://maps.google.com/?cid=16128148852905396764
Tarawis Elnido Island Tours,"El Nido, Palawan","BarangayMaligaya elnido, Rizal St, El Nido",https://tarawiselnidoislandtours.com/,0917 423 8764,3.8,43,11.1784552,119.390019,https://maps.google.com/?cid=6647864151321281883
El Nido Yachting Club,"El Nido, Palawan","Buena Suerte (Infront of, Coast Guard Building, El Nido",http://www.elnidoyachtingclub.com/,0917 877 7869,4.3,41,11.1802335,119.3869087,https://maps.google.com/?cid=2800268161430826597
Apetours travel and tours (El Nido and Coron tours),"El Nido, Palawan","Unit B, Ground Floor, Barangay, R&B Building, El Nido",http://www.apetours.ph/,0998 272 8957,4.7,184,11.1784236,119.3909382,https://maps.google.com/?cid=6196682751465682560
Captain Jerry’s Climbing & Island Tours El Nido,"El Nido, Palawan","59JP+V88, El Nido",,0908 698 5607,5,5,11.1821663,119.385835,https://maps.google.com/?cid=7575420175412668079
Island Lyfe Adventures,"El Nido, Palawan","Lio Highway, El Nido",,0926 086 6499,3.9,31,11.19548,119.4188861,https://maps.google.com/?cid=12021659431786162266
El Nido Moringa Resort,"El Nido, Palawan","National Hwy, El Nido",https://elnido-hotels.com/,0999 537 3006,4.4,262,11.1647844,119.3983761,https://maps.google.com/?cid=10593227565869230333
Bliss El Nido,"El Nido, Palawan","Pier, El Nido",http://www.blisselnido.com/,0967 439 7222,5,59,11.1689729,119.3916429,https://maps.google.com/?cid=6632777516025580185
Four Seasons Seaview Hotel,"El Nido, Palawan","594X+P72, Sitio LUgadia, El Nido",,0917 541 9804,3.5,10,11.1567685,119.398137,https://maps.google.com/?cid=13990058504327829121
Awit at Alon Travel and Tours,"El Nido, Palawan","Barangay, Pecado Street, El Nido",https://www.awit-at-alon.com/,0969 274 9736,0,0,11.1788006,119.3902448,https://maps.google.com/?cid=18110639659754721291
French Touch Diving,"Panglao, Bohol","Panglao island, Purok 6, circumferential rd, Panglao",http://www.french-touch-diving.com/,0939 969 7861,4.9,659,9.559040699999999,123.7983966,https://maps.google.com/?cid=3678072138787776776
Piratas Alona Dive Center,"Panglao, Bohol","Alona Beach Rd, Panglao",http://piratasdivecenter.com/,636 53 56 35,4.9,558,9.548715,123.7735554,https://maps.google.com/?cid=8082513552070968067
Seaquest Dive Center PADI 5* IDC Dive Resort,"Panglao, Bohol","Alona Beach Rd, Panglao",https://seaquestdivecenter.com/,0967 367 8690,4.8,198,9.548572799999999,123.7728485,https://maps.google.com/?cid=3712744719723970128
Big Blue Divers Bohol,"Panglao, Bohol","Kalipayan Road, Panglao",https://bigbluedivers.ph/,0921 898 4514,5,368,9.5483028,123.767324,https://maps.google.com/?cid=5679805276398029125
Sierra Madre Divers,"Panglao, Bohol",Alona Beach Tawala Panglao Island,https://www.smdiversbohol.com/,0968 331 6129,4.8,182,9.548663,123.7731619,https://maps.google.com/?cid=17975931754899250594
"Philippine Fun Divers, Inc.","Panglao, Bohol","Alona Beach Rd, Panglao",http://www.boholfundivers.com/,0945 698 6068,4.9,217,9.548181,123.771208,https://maps.google.com/?cid=15235559438005246102
Alona Divers,"Panglao, Bohol","GQXC+8P6 Alona Beach, Island, Panglao",https://www.alonadivers.com/,0928 153 8261,4.6,281,9.5482927,123.7717608,https://maps.google.com/?cid=2339329746248241158
Valm Divers,"Panglao, Bohol",Pyramid Resort Alona Beach Panglao island,https://www.valmdiversbohol.com/,0968 331 6057,4.6,199,9.5486308,123.7733949,https://maps.google.com/?cid=17751813119926381095
Blue Revival Diving College,"Panglao, Bohol","Purok 3, Hoyohoy, Panglao",https://dive-bohol.com/,0915 410 7765,5,207,9.5534146,123.7848505,https://maps.google.com/?cid=10853007602766131958
Bohol Divers Club Dive Center,"Panglao, Bohol","Alona Beach Rd, Danao, Panglao",http://www.boholdivers.com/,0970 289 0311,4.8,590,9.5476748,123.7697044,https://maps.google.com/?cid=14238351144624484201
Tropical Divers,"Panglao, Bohol","Kalipayan Road, Panglao",https://tropicaldivers-alona.com/,0929 345 0506,4.9,102,9.550557,123.7668054,https://maps.google.com/?cid=12240552175136423187
Freedive Academy Panglao,"Panglao, Bohol","Napaling Drive 1, Panglao",https://www.freediveacademy.com/,0905 965 9984,4.8,168,9.611241999999999,123.7786716,https://maps.google.com/?cid=4526376613980888856
Ambalea Divers -Panglao Bohol,"Panglao, Bohol","Alona Beach, Panglao",http://www.facebook.com/ambaleadiversbohol,0977 877 6076,4.3,47,9.548097799999999,123.77149,https://maps.google.com/?cid=17882109576882586903
Pacifica Dive,"Panglao, Bohol","Panglao Circumferencial Road, Paglao, Bohol, Tawala",http://www.pacificadive.net/,(038) 422 8765,4.5,37,9.553473199999999,123.7739833,https://maps.google.com/?cid=64298717113762572
Ocean Dive Supply Phils. Alona Branch,"Panglao, Bohol","Alona Beach Rd, Panglao",https://divesupply.com.ph/,0917 302 4049,5,11,9.548644,123.7719107,https://maps.google.com/?cid=11835124224110877631
Almira Diving Resort,"Panglao, Bohol","Napaling Point, Tangnan, Panglao Island Bohol, Panglao City",https://hannahlovestotravel.com/almira-diving-resort-panglao-panglao-island-philippines,0956 819 9844,4.1,79,9.617677300000002,123.7747431,https://maps.google.com/?cid=10623477784967857101
Frontier Tech Divers,"Panglao, Bohol","Relax resort, Panglao",http://www.frontiertechdivers.com/,0917 540 8410,5,5,9.615219000000002,123.7706048,https://maps.google.com/?cid=11349115974997512736
Freediving in Panglao | Blue Freedom Apnea,"Panglao, Bohol","Panglao Chocolate hills Resort Purok 2, Panglao",https://bluefreedomapnea.com/,0960 885 5144,4.9,220,9.5676132,123.8065023,https://maps.google.com/?cid=957034129204543569
Poseidon Leisure & Entertainment Inc.,"Panglao, Bohol","GQX9+3QV, Alona Beach Rd, Panglao",,0908 322 4472,4.8,26,9.547730999999999,123.7694139,https://maps.google.com/?cid=6022807468218332069
Seaflower Dive Resort(보홀 씨플라워 다이브),"Panglao, Bohol","Alona Beach Rd, Panglao",https://www.seaflowerdive.com/,,5,20,9.5487035,123.7694947,https://maps.google.com/?cid=2372195141665540382
Dive Thru Resorts,"Panglao, Bohol","Brgy, Panglao",,(038) 416 0778,4.5,128,9.5463687,123.762136,https://maps.google.com/?cid=5631123880451398041
SK - Scuba Kings Academy Panglao,"Panglao, Bohol","Abraham Resort Premise, Purok 5 Danao, Panglao",https://www.divingpanglao.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9852642045870557749,0945 146 1904,4.9,101,9.552405499999999,123.7626845,https://maps.google.com/?cid=18027348200643307721
Aquaventure Whitetip Dive Supply - Alona,"Panglao, Bohol","La Isla Blu Building, Alona Beach Rd, Panglao",http://www.aquaventurewhitetip.com/,0998 565 6916,4.6,22,9.5485408,123.7719288,https://maps.google.com/?cid=9220740021430099987
Kalachuchi Inn,"Panglao, Bohol","Danao Purok 3, Sitio Daurong, Barangay Danao, Villa Juana Road, 6340, Panglao",https://enjoyislands.com/,0995 275 6225,4.9,252,9.5471795,123.7602511,https://maps.google.com/?cid=7968188356083035952
브라더스다이브 다이빙센터 보홀 나팔링점(Brothers Dive Diving Center Bohol Napaling Branch),"Panglao, Bohol","JQ9F+3CQ, 브라더스 다이빙 나팔링 지점(brother's dive napaling, Panglao",https://www.boholbrothers.com/,0917 718 8254,5,14,9.6177251,123.7736125,https://maps.google.com/?cid=10879209174558775603
Let's go diving,"Panglao, Bohol","Heartland Road, Panglao",,0960 434 6999,4.9,40,9.552852,123.7790103,https://maps.google.com/?cid=14679040528884769582
AWESOME DIVE,"Panglao, Bohol","Purok 7 Alona Beach Rd, Panglao",http://awesomedive.modoo.at/,0917 882 8811,5,7,9.548761899999999,123.7719254,https://maps.google.com/?cid=771381265281617397
OCEANUS DIVE (오션어스 다이브),"Panglao, Bohol","HR75+5FR, Panglao",http://www.oceanusdive.com/,0917 701 6418,4.9,59,9.5630273,123.8086239,https://maps.google.com/?cid=14249243319723578665
エメラルドグリーン ダイビングセンター ブルーウォーターボホール店 Emerald Green Diving Center,"Panglao, Bohol","GQW7+HQV, Panglao",,0939 919 4481,4.6,8,9.5464751,123.7644285,https://maps.google.com/?cid=453365605073509966
Bohol Scuba diving,"Panglao, Bohol","GQXC+5CC, Alona Beach Rd, Panglao",http://boholscubadiving.com/,(038) 416 2337,4.6,5,9.5479329,123.7710288,https://maps.google.com/?cid=4083582308376532262
플라잉피쉬스쿠버 보홀(Flying Fish Scuba Bohol),"Panglao, Bohol","Purok 4, Panglao",https://www.flyingfishdive.com/,0966 154 6880,5,20,9.6177657,123.773913,https://maps.google.com/?cid=16295119165039526745
Blue Water Dive Resort,"Panglao, Bohol","6340 Alona Beach Rd, Panglao",http://www.bluewaterdive.com/,(038) 416 0138,4.7,110,9.5476551,123.7692151,https://maps.google.com/?cid=2189971300878362953
Ocean school 오션스쿨,"Panglao, Bohol","Napaling Point, Panglao",https://www.facebook.com/profile.php?id=61565659746941,0956 035 1546,5,25,9.6178288,123.7748744,https://maps.google.com/?cid=12192315059779217500
Go2dive Resort 고투다이브 리조트,"Panglao, Bohol","3 Daorong Blvd, Panglao",http://go2dive.co.kr/,0956 508 2825,4.8,20,9.5464253,123.7624464,https://maps.google.com/?cid=6047563002273098587
自由潜水家 Freedive+,"Panglao, Bohol","Purok 3, Cansumanay road, Dauis",,0945 794 7567,5,12,9.630189699999999,123.813867,https://maps.google.com/?cid=11885611376801395178
Club Aquasports,"Panglao, Bohol","Panglao, Unnamed Road",http://www.clubaquasports.com.ph/,,5,5,9.5545492,123.8021898,https://maps.google.com/?cid=8744921419775217791
Yoga Dive Ph,"Panglao, Bohol","Street, Panglao",http://yogadiveph.com/,0960 885 4849,5,38,9.5675805,123.8064373,https://maps.google.com/?cid=12215612864339721157
Free Soul Diving ( 飞梭潜水中心),"Panglao, Bohol","HRM7+4X4, Dauis",,0945 577 5285,5,4,9.5827257,123.8149691,https://maps.google.com/?cid=4898117596773908707
런디다이브 (Run.D Dive Resort),"Panglao, Bohol","HR75+5FC, Panglao",,0966 365 6616,5,1,9.5630293,123.8086299,https://maps.google.com/?cid=12767752669262344365
Philippine Islands Divers,"Panglao, Bohol","Alona Beach, Panglao 6340",,(038) 502 9048,4.5,2,9.549757399999999,123.7708354,https://maps.google.com/?cid=6193363241796437582
Padi,"Panglao, Bohol","Beach Belt Building, Alona Beach Rd, Panglao",http://www.padi.com/,(038) 502 4066,4,2,9.548693499999999,123.7719169,https://maps.google.com/?cid=12015696609905367019
Mr. Diver,"Panglao, Bohol","Alona Beach Rd, Panglao",,(038) 502 4006,3.1,8,9.5486568,123.7719122,https://maps.google.com/?cid=16927164046089276871
Bugsay Diving Center,"Panglao, Bohol","Purok 1, balili, Panglao",,0998 386 1518,0,0,9.5644834,123.761375,https://maps.google.com/?cid=15624742126453122115
Philippine Island Oceanic Adventures,"Panglao, Bohol","HRGF+5FG, Dauis",,0998 170 1213,0,0,9.5754447,123.8236126,https://maps.google.com/?cid=13034897249149663382
Almira Dive Center,"Panglao, Bohol",Panglao,http://www.facebook.com/almiradivecenter,0956 819 9844,4,6,9.6176312,123.7751846,https://maps.google.com/?cid=5356569783972210558
Green Dive Diving Shop,"Panglao, Bohol","Purok 7, Panglao",,,5,4,9.5544909,123.7714711,https://maps.google.com/?cid=11480516971584829740
sea start diving 有鱼潜水,"Panglao, Bohol","Tawala Rd, panglao, Panglao",,0927 296 8636,5,8,9.5668692,123.7835885,https://maps.google.com/?cid=16249262063483478136
SEA U DIVING 西柚潜水,"Panglao, Bohol",Panglao,,0962 707 0206,5,8,9.5523209,123.770333,https://maps.google.com/?cid=7385729212222888944
Dynamic Bohol Dive Shop,"Panglao, Bohol","JQ79+4P3, Panglao",,,3,1,9.6127667,123.7693119,https://maps.google.com/?cid=10315504074873715430
Great White Diving,"Panglao, Bohol","HQ2C+498, Panglao",,(038) 502 8101,0,0,9.5502895,123.7709551,https://maps.google.com/?cid=9018203082631870559
Kauban Freediving,"Panglao, Bohol","JQ7G+8WC, Panglao",https://www.facebook.com/share/1Pv3f4kSTv/?mibextid=wwXIfr,,5,3,9.6134836,123.7770836,https://maps.google.com/?cid=699035693037556255
Go Scuba Bohol Dive Center,"Panglao, Bohol",Panglao,,,0,0,9.5503038,123.7709556,https://maps.google.com/?cid=4707422227969985988
DOFLEINI Dive Center,"Panglao, Bohol",Sunrise Beach 6340,,0917 704 7141,4.6,28,9.5522096,123.7920163,https://maps.google.com/?cid=17684328766022796456
Unico Dive Resort,"Panglao, Bohol","Ester A. Lim Drive, Alona Beach Rd, Panglao",http://www.unicodive.com/,0928 052 9552,5,3,9.5508195,123.775271,https://maps.google.com/?cid=12238676936877267642
Divezenith,"Panglao, Bohol","Alona Beach, Panglao",,0949 879 4087,0,0,9.5485887,123.773075,https://maps.google.com/?cid=6845626196700216770
北纬九度潜水中心,"Panglao, Bohol","HQ3F+9FW, Panglao",,,4.5,2,9.5534783,123.7736966,https://maps.google.com/?cid=10668237408992400135
Blue Shell Dive Center,"Panglao, Bohol","Prk.1 Dao,Dauis, Tagbilaran City",,0917 136 6051,3.4,5,9.581812099999999,123.8196753,https://maps.google.com/?cid=4160037465963308638
Napaling Adventure Center,"Panglao, Bohol","Napaling Drive 4, Panglao",http://www.panglaotours.com/,0985 117 8190,5,5,9.6168275,123.7741727,https://maps.google.com/?cid=8430508054952385114
DIVINGKING DIVE RESORT 王者潜水度假村,"Panglao, Bohol","Tawala Rd, Panglao",https://www.padi.com/dive-center/philippines/diving-king-dive-resort/,0909 386 7746,5,7,9.5678533,123.7865501,https://maps.google.com/?cid=14028086450324872667
La Pampem,"Panglao, Bohol","Purok 3, Hoyohoy Rd, PANGLAO",,,0,0,9.5528477,123.7860895,https://maps.google.com/?cid=947841890352939985
